총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,남성_매출_금액,남성_매출_건수,여성_매출_금액,여성_매출_건수,점포수,상권_변화_지표_HH,상권_변화_지표_HL,상권_변화_지표_LH,상권_변화_지표_LL,임대료,공실률
193745,100934,92811,10644,81208,37290,22983,21568,20053,1667,891,776,82,598,393,169,164,261,50,319,232,94,65,131,32,279,161,75,99,130,34,17,17,0,2,5,10,9,8,0,1,4,5,4,3,0,1,1,5,5,5,85,47,101,51,25,24100037215,2077947,16159809366,7940227849,1406877,671070,10270064157,987260,13537671208,1083266,306,0,0,0,1,73.5,3.7
138918,72299,66624,5705,45686,28079,18371,21336,19737,2582,1355,1227,200,634,539,339,389,481,106,326,334,186,182,221,94,308,205,153,207,260,69,33,36,0,10,13,16,15,15,0,3,5,7,7,11,0,7,8,9,8,4,158,58,101,51,8,3565451726,257372,2641504129,923947597,180913,76459,1982371218,159339,1496497432,95936,52,1,0,0,0,73.5,3.7
1178349,627106,551243,75440,577968,220812,115475,104110,84544,687,289,398,17,304,200,68,49,49,8,98,96,37,25,25,9,206,104,31,24,24,1979,936,1043,14,323,340,321,396,585,6,138,173,156,165,298,8,185,167,165,231,287,103,57,101,51,21,47498837313,2921099,30153631760,17345205553,1884701,1036398,24819236694,1522764,21717644674,1362965,494,1,0,0,0,73.5,3.7
631200,339563,291638,26845,224024,126952,76423,94207,82752,421,242,179,37,77,58,51,75,123,20,41,32,32,46,71,17,36,26,19,29,52,330,124,206,0,31,50,78,88,83,0,11,26,27,31,29,0,20,24,51,57,54,106,55,101,51,10,10243101760,601297,6777593293,3465508467,396914,204383,4581489949,299382,4814786020,266428,203,1,0,0,0,73.5,3.7
198304,100002,98300,5666,73065,40113,24281,28589,26589,2808,1384,1424,198,606,541,344,398,721,96,275,318,203,180,312,102,331,223,141,218,409,25,14,11,0,3,6,12,3,1,0,2,3,6,2,1,0,1,3,6,1,0,93,50,101,51,19,5516188758,523717,3859368393,1656820365,365678,158039,2924415093,320359,2308325092,188758,153,0,0,0,1,73.5,3.7
1231657,401347,830312,93983,684849,174260,118161,100793,59612,1603,518,1085,54,657,194,182,168,348,21,98,84,94,80,141,33,559,110,88,88,207,1395,638,757,18,316,347,307,252,155,4,107,168,146,113,100,14,209,179,161,139,55,108,47,101,51,63,35139325180,2642537,25432781969,9706543211,1998219,644318,8427820932,605453,24529181060,1957142,1055,0,1,0,0,57.8,6.6
6011136,2759496,3251644,476314,3703595,804253,426952,361844,238190,2694,1375,1319,115,1127,476,243,266,467,60,541,266,133,154,221,55,586,210,110,112,246,3278,1418,1860,34,914,837,616,513,364,16,316,422,290,198,176,18,598,415,326,315,188,111,51,101,51,217,1.18E+11,6781371,81677526372,36043983974,4671758,2109613,55013992087,3240997,56527408219,3398936,1719,1,0,0,0,57.8,6.6
238787,125169,113619,4972,73226,71375,45921,25367,17921,1529,665,864,180,286,347,266,190,260,86,121,152,122,72,112,94,165,195,144,118,148,1448,886,562,1,402,393,278,174,200,0,161,236,190,126,173,1,241,157,88,48,27,77,49,101,51,4,2749108822,95684,2165738273,583370549,75234,20450,1393077603,46643,845603555,32502,73,0,0,0,1,56.2,6.9
68857,31569,37288,3209,27457,20355,10220,4515,3101,692,307,385,85,128,160,119,74,126,37,47,74,53,36,60,48,81,86,66,38,66,1632,760,872,7,556,576,281,136,76,4,210,290,150,67,39,3,346,286,131,69,37,67,43,101,51,1,6452881404,245937,4280871319,2172010085,169089,76848,2630523516,100258,3208701278,122548,93,0,0,0,1,56.2,6.9
243614,112002,131612,12543,91141,65817,37427,20085,16596,1028,476,552,156,161,231,193,124,163,82,73,94,96,60,71,74,88,137,97,64,92,2822,1499,1323,26,699,889,671,326,211,5,244,520,413,162,155,21,455,369,258,164,56,86,36,101,51,7,6398408763,323038,4751917980,1646490783,248908,74130,2444258186,142669,2454233976,137918,111,0,0,0,1,56.2,6.9
2588385,1195207,1393177,158555,917743,649044,402236,256453,204358,3844,1780,2064,463,618,777,702,506,778,237,281,334,344,250,334,226,337,443,358,256,444,22466,10481,11985,110,5994,7494,4752,2597,1519,42,1612,3669,2747,1415,996,68,4382,3825,2005,1182,523,89,47,101,51,407,2.35E+11,7172205,1.73E+11,61678049965,5224755,1947450,81688060111,2807657,1.27E+11,3725576,2541,0,0,0,1,56.2,6.9
1977827,870331,1107496,82363,646711,575282,312665,199304,161501,1306,624,682,184,162,249,257,160,294,83,70,128,133,81,129,101,92,121,124,79,165,16443,6701,9742,141,5727,5862,2760,1209,744,32,1619,2696,1401,536,417,109,4108,3166,1359,673,327,96,46,101,51,179,1.57E+11,2843552,1.13E+11,44414443326,2106392,737160,58291638639,1114628,76146829111,1408352,1745,0,0,0,1,56.2,6.9
190188,102569,87621,3060,49949,60184,40126,21667,15204,272,123,149,20,61,80,37,22,52,11,28,39,16,9,20,9,33,41,21,13,32,10355,6090,4265,26,2251,3415,2536,1477,650,7,876,2034,1705,1005,463,19,1375,1381,831,472,187,105,45,101,51,28,20214773604,748558,15473365894,4741407710,622833,125725,7655305438,348236,7374174348,290785,201,0,1,0,0,56.2,6.9
776793,355385,421403,68992,188485,190749,142816,97722,88032,1878,853,1025,234,293,378,335,223,415,124,145,144,155,108,177,110,148,234,180,115,238,10265,4575,5690,262,2704,2822,1909,1332,1236,107,838,1314,1077,636,603,155,1866,1508,832,696,633,98,50,101,51,199,75334404632,2063325,59357344534,15977060098,1589775,473550,27000508000,883753,39810963590,960055,914,0,0,0,1,56.2,6.9
302789,168451,134339,13594,74295,55849,52603,56083,50369,2614,1361,1253,215,340,460,353,496,750,110,191,246,190,252,372,105,149,214,163,244,378,344,178,166,0,44,79,101,76,44,0,17,42,51,38,30,0,27,37,50,38,14,94,55,101,51,14,6657648900,441436,4691078906,1966569994,303396,138040,3093309859,252429,2814483931,158947,97,0,0,1,0,39.2,8.6
104006,54161,49849,6631,33472,24852,13504,14824,10724,1639,867,772,129,271,349,232,246,412,59,149,206,136,128,189,70,122,143,96,118,223,7,4,3,0,0,2,2,2,1,0,0,2,1,1,0,0,0,0,1,1,1,99,54,101,51,3,992760394,62764,828843522,163916872,47763,15001,550934292,31101,281344819,25958,18,0,0,1,0,39.2,8.6
493213,251424,241790,58583,85067,90245,83253,92823,83241,3034,1509,1525,319,365,412,464,540,934,167,175,223,236,280,428,152,190,189,228,260,506,497,187,310,1,35,127,139,129,66,1,6,54,60,43,23,0,29,73,79,86,43,115,44,101,51,12,4303691033,228788,2984577528,1319113505,157676,71112,1969822691,125520,1286489571,81063,81,0,1,0,0,39.2,8.6
873527,401360,472167,37161,302887,195850,126847,111554,99227,486,298,188,11,133,104,66,85,87,7,59,58,47,66,61,4,74,46,19,19,26,906,535,371,1,173,248,190,207,87,0,62,145,120,147,61,1,111,103,70,60,26,124,50,101,51,18,5028712071,300686,3979529124,1049182947,231612,69074,2347471027,163695,1730783202,117504,98,0,1,0,0,39.2,8.6
140737,76813,63926,3215,29707,27549,24400,28438,27432,1194,702,492,78,244,250,160,185,277,40,129,151,101,121,160,38,115,99,59,64,117,89,54,35,0,10,24,24,24,7,0,6,16,18,10,4,0,4,8,6,14,3,121,48,101,51,23,10943806484,360825,7794573531,3149232953,252962,107863,5056448664,192935,2796335044,126202,173,0,1,0,0,39.2,8.6
1017158,559558,457604,30586,390518,183189,133978,140237,138652,751,547,204,17,144,105,133,196,156,9,58,76,120,168,116,8,86,29,13,28,40,1259,661,598,7,172,192,258,322,308,5,70,110,130,153,193,2,102,82,128,169,115,117,60,101,51,66,30107869493,1173819,19001850937,11106018556,730244,443575,17317697136,715310,10268433407,405294,518,1,0,0,0,39.2,8.6
1887741,864851,1022889,66723,590005,382985,268041,288619,291376,2304,1428,876,82,317,426,358,421,700,52,138,259,254,308,417,30,179,167,104,113,283,4063,1979,2084,13,593,1454,1141,584,278,0,168,626,606,392,187,13,425,828,535,192,91,107,55,101,51,132,1.47E+11,7384638,93627213415,53027832917,4746429,2638209,56476789361,2850807,82219983233,4305597,1989,1,0,0,0,39.2,8.6
315741,178489,137250,5896,88643,61113,47084,52756,60250,1435,931,504,48,82,139,214,358,594,22,48,95,147,266,353,26,34,44,67,92,241,334,253,81,0,26,50,79,104,75,0,20,37,50,81,65,0,6,13,29,23,10,150,57,101,51,26,7239120554,383309,5813991619,1425128935,298538,84771,3460360121,211801,2286243517,143164,173,1,0,0,0,39.2,8.6
214169,119326,94843,2025,58666,48287,37915,37320,29957,2583,1554,1029,112,748,925,285,213,300,57,389,615,200,139,154,55,359,310,85,74,146,1741,1124,617,4,146,243,324,419,605,2,83,167,243,298,331,2,63,76,81,121,274,151,57,101,51,19,5475732933,370228,4560629620,915103313,291344,78884,2619639020,217027,1568867445,111608,170,1,0,0,0,39.2,8.6
469023,245737,223285,27601,121227,91958,74623,77556,76058,3768,1818,1950,232,893,1141,564,380,558,111,321,591,329,195,271,121,572,550,235,185,287,1589,803,786,12,119,203,367,474,414,3,56,114,159,184,287,9,63,89,208,290,127,112,58,101,51,70,33359577898,2374858,23861610638,9497967260,1674058,700800,16460867126,1312217,14457487577,960702,359,1,0,0,0,46.9,2.8
111734,56688,55044,1643,23518,22981,20592,21449,21553,3456,1730,1726,433,453,517,537,572,944,209,241,272,288,273,447,224,212,245,249,299,497,143,61,82,0,30,52,32,19,10,0,4,31,13,6,7,0,26,21,19,13,3,108,55,101,51,11,2846544273,219149,1940672485,905871788,152440,66709,1789375443,134177,832112333,72764,69,1,0,0,0,46.9,2.8
258403,131112,127292,14587,59658,53138,45027,43833,42159,2092,1056,1036,259,268,263,296,336,670,142,147,154,155,173,285,117,121,109,141,163,385,224,105,119,0,36,69,43,46,30,0,12,37,16,20,20,0,24,32,27,26,10,108,49,101,51,18,7916417666,478661,5519868722,2396548944,334663,143998,3908691842,269519,3416663003,189468,188,0,1,0,0,46.9,2.8
166961,76777,90182,12999,38146,35214,28794,27949,23862,2281,1146,1135,349,393,333,364,372,470,187,211,171,181,182,214,162,182,162,183,190,256,5,3,2,0,0,2,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,94,63,101,51,4,1460168142,78367,1169350959,290817183,55237,23130,707919212,44149,694131355,32154,45,0,0,1,0,39,5.8
535554,243182,292371,29334,138134,125583,82692,84711,75096,2900,1383,1517,318,505,513,456,436,672,148,225,266,235,219,290,170,280,247,221,217,382,81,42,39,0,2,24,25,11,19,0,0,8,11,6,17,0,2,16,14,5,2,98,59,101,51,14,3414000618,292990,2512164765,901835853,217652,75338,1438863226,137567,1682666116,145455,80,0,0,1,0,39,5.8
131894,62820,69074,8220,36453,23113,21316,23385,19407,1010,473,537,76,231,156,142,180,225,34,108,80,73,94,84,42,123,76,69,86,141,134,60,74,0,14,32,32,32,24,0,4,9,14,18,15,0,10,23,18,14,9,97,50,101,51,19,6026645038,368496,4595679337,1430965701,264678,103818,2683650111,220216,3094357830,139224,134,0,0,0,1,39,5.8
453354,234574,218780,24904,117343,82865,77925,90334,59981,1776,873,903,176,309,315,280,297,399,96,143,157,152,150,175,80,166,158,128,147,224,387,216,171,1,41,57,105,109,74,1,19,34,59,61,42,0,22,23,46,48,32,107,57,101,51,10,9962146990,251816,6422832145,3539314845,173035,78781,5777769013,146832,2994951888,86231,142,1,0,0,0,39,5.8
109158,55583,53575,4069,36571,18755,18409,17775,13581,532,247,285,41,165,83,71,75,97,14,72,38,41,39,43,27,93,45,30,36,54,668,280,388,6,136,138,154,126,108,3,44,55,62,60,56,3,92,83,92,66,52,108,54,101,51,26,11035563048,474392,7881583157,3153979891,332797,141595,5836267909,273205,3952252651,172309,122,1,0,0,0,39,5.8
466378,234036,232344,23876,149245,87592,75907,76119,53638,2849,1432,1417,341,571,421,435,504,577,183,274,216,221,277,261,158,297,205,214,227,316,4069,2485,1584,12,761,824,936,843,693,7,277,560,689,556,396,5,484,264,247,287,297,113,54,101,51,30,8981256674,505996,6799511787,2181744887,379668,126328,4371562489,281807,3493668818,189262,201,1,0,0,0,39,5.8
189557,91583,97974,18900,54295,51434,28119,18060,18753,2247,1076,1171,232,317,426,301,365,606,117,162,223,138,164,272,115,155,203,163,201,334,136,53,83,2,28,33,38,24,11,1,10,11,10,12,9,1,18,22,28,12,2,74,52,101,51,6,1633321833,90210,1101691245,531630588,61213,28997,606736600,38013,843919665,45824,91,0,0,1,0,25.1,9.7
145783,79607,66178,6915,50361,31981,25799,17969,12757,474,273,201,27,73,53,85,100,136,13,40,32,56,66,66,14,33,21,29,34,70,2707,1969,738,10,552,958,736,336,115,0,324,734,585,250,76,10,228,224,151,86,39,117,59,101,51,34,14315357466,522776,11447007797,2868349669,421777,100999,6427075747,269514,4797967369,194195,214,1,0,0,0,25.1,9.7
241991,130847,111143,5918,64939,54250,48237,39847,28802,2565,1413,1152,245,338,388,409,520,665,133,163,197,250,336,334,112,175,191,159,184,331,11313,4081,7232,73,6404,2304,1335,648,549,12,827,1394,1023,476,349,61,5577,910,312,172,200,106,59,101,51,25,10593441703,624346,8554727526,2038714177,491725,132621,4335703868,296706,3690697149,265126,180,1,0,0,0,25.1,9.7
124417,67506,56910,8451,43818,27280,20583,14379,9907,242,110,132,8,76,78,35,24,21,5,21,40,20,16,8,3,55,38,15,8,13,12311,5453,6858,343,3626,3831,2793,1509,209,134,1543,1954,1256,444,122,209,2083,1877,1537,1065,87,123,56,101,51,40,17641054041,1353119,13639518695,4001535346,1030297,322822,8597395998,726396,7446284364,566685,222,1,0,0,0,25.1,9.7
89864,50468,39398,4873,26172,18488,16335,13321,10677,3230,1723,1507,283,446,450,489,564,998,146,243,246,265,330,493,137,203,204,224,234,505,2758,1484,1274,17,567,761,670,465,278,10,193,375,378,314,214,7,374,386,292,151,64,114,57,101,51,19,4988105560,217164,3776544497,1211561063,166371,50793,2172621601,112090,2300959122,97554,88,1,0,0,0,25.1,9.7
87238,48276,38962,3190,25904,23748,16536,10812,7049,1460,680,780,132,278,445,253,208,144,58,112,202,135,96,77,74,166,243,118,112,67,13047,8246,4801,62,4989,3348,2696,1485,467,34,2195,2260,2157,1278,322,28,2794,1088,539,207,145,117,58,101,51,38,2.01E+11,5196826,1.34E+11,67045521028,3404546,1792280,96139344345,2412686,72921600621,2402812,1157,1,0,0,0,25.1,9.7
226560,130496,96065,3702,61601,69769,45800,27586,18100,390,197,193,30,24,51,56,77,152,16,11,34,38,41,57,14,13,17,18,36,95,505,240,265,0,72,102,118,129,84,0,37,59,47,52,45,0,35,43,71,77,39,103,54,101,51,19,9780979684,600623,8070812908,1710166776,493100,107523,4250115747,280844,3544264175,265421,152,1,0,0,0,25.1,9.7
81527,46930,34597,1069,15123,20550,17615,14704,12462,740,398,342,57,61,100,96,133,293,33,37,55,57,80,136,24,24,45,39,53,157,491,331,160,3,53,90,97,85,163,2,35,67,78,58,91,1,18,23,19,27,72,101,61,101,51,11,2991402726,114386,2393425933,597976793,95223,19163,1326742115,56089,870886531,37240,61,0,0,1,0,25.1,9.7
40657,25905,14749,1425,10420,9549,7452,6874,4940,493,260,233,34,61,67,80,82,169,18,37,42,46,42,75,16,24,25,34,40,94,1230,345,885,6,484,458,128,89,65,0,63,101,70,67,44,6,421,357,58,22,21,127,65,101,51,14,4352773399,200032,3503064364,849709035,158036,41996,2176980630,115982,1027723931,56240,61,1,0,0,0,25.1,9.7
338374,191314,147059,5899,90343,104503,65038,42509,30082,1556,739,817,109,252,517,234,191,253,59,97,228,123,98,134,50,155,289,111,93,119,5969,3751,2218,6,881,1512,1596,1228,746,2,405,967,1116,779,482,4,476,545,480,449,264,95,51,101,51,13,12083571942,768083,9758487755,2325084187,607499,160584,6264090900,456458,3088852090,221647,200,0,0,0,1,25.1,9.7
266309,145671,120639,2834,81422,91767,48535,26490,15261,632,316,316,34,83,126,97,71,221,20,43,67,52,49,85,14,40,59,45,22,136,1146,735,411,7,211,369,282,165,112,2,88,226,206,124,89,5,123,143,76,41,23,98,54,101,51,7,4062537624,193618,3231894749,830642875,159812,33806,1594006976,97398,1212299721,67091,103,0,0,1,0,25.1,9.7
18878,13163,5717,315,4370,5799,4317,2494,1584,177,94,83,28,27,30,26,30,36,18,15,12,16,17,16,10,12,18,10,13,20,479,380,99,4,59,163,162,64,27,3,49,133,135,45,15,1,10,30,27,19,12,134,47,101,51,7,45061401939,258767,39036313949,6025087990,216287,42480,16912449525,154547,5984280903,32874,422,0,1,0,0,25.1,9.7
116349,67967,48382,1093,28829,30993,21535,19729,14169,904,460,444,77,118,154,114,169,272,47,60,83,58,89,123,30,58,71,56,80,149,742,505,237,0,117,159,174,181,111,0,78,110,124,112,81,0,39,49,50,69,30,125,60,101,51,21,5445362186,311596,4377921411,1067440775,242631,68965,2822473828,181258,1235746551,94992,141,1,0,0,0,25.1,9.7
81307,47999,33307,2469,18047,19060,17952,14661,9119,2504,1192,1312,293,304,303,399,444,761,150,149,159,204,227,303,143,155,144,195,217,458,469,283,186,0,49,110,129,92,89,0,24,48,58,74,79,0,25,62,71,18,10,135,77,101,51,7,2352141247,78298,1596752919,755388328,45829,32469,1076414088,36913,834406927,34322,24,1,0,0,0,25.1,9.7
9158,5205,3953,122,2201,2485,2116,1199,1036,413,207,206,43,49,69,78,59,115,24,26,35,38,38,46,19,23,34,40,21,69,267,175,92,2,32,69,95,48,21,2,17,38,68,33,17,0,15,31,27,15,4,122,43,101,51,1,835135663,9522,470682337,364453326,6630,2892,492521608,6282,201098054,2339,16,0,1,0,0,25.1,9.7
200085,95842,104243,4929,104325,48357,19304,13092,10080,537,271,266,43,86,123,69,65,151,26,47,62,39,30,67,17,39,61,30,35,84,389,218,171,1,65,79,64,76,104,0,39,42,27,39,71,1,26,37,37,37,33,121,59,101,51,1,8751475871,334948,5154382539,3597093332,198089,136859,3702525853,165332,4281499354,146977,166,1,0,0,0,47.5,21.6
980998,499662,481334,24686,524909,245623,93392,56744,35646,893,494,399,57,170,171,143,146,206,33,101,98,75,82,105,24,69,73,68,64,101,661,400,261,6,236,195,96,70,58,1,144,143,52,34,26,5,92,52,44,36,32,126,60,101,51,67,58762982450,3053037,32139218843,26623763607,1660623,1392414,29382711540,1593973,22839168643,1250040,691,1,0,0,0,47.5,21.6
22498,10555,11943,566,11585,5603,2404,1475,865,113,50,63,13,12,23,23,10,32,5,5,7,16,2,15,8,7,16,7,8,17,33,15,18,0,6,14,5,7,1,0,2,6,3,3,1,0,4,8,2,4,0,70,54,101,51,7,2818076463,95969,2017458122,800618341,71337,24632,833907597,33260,1449599505,53968,40,0,0,1,0,47.5,21.6
144515,70339,74178,3289,69541,35581,15729,11357,9018,965,465,500,81,160,199,130,144,251,46,86,111,56,71,95,35,74,88,74,73,156,2081,1090,991,0,223,565,517,555,221,0,63,223,249,399,156,0,160,342,268,156,65,94,54,101,51,13,4843660862,402277,3502537128,1341123734,273982,128295,2319668766,231142,1858533990,140225,126,0,0,1,0,47.5,21.6
299230,148286,150945,6431,165128,76560,26815,16155,8144,657,325,332,55,101,127,104,82,188,28,52,72,51,42,80,27,49,55,53,40,108,629,356,273,2,252,160,90,69,56,1,133,103,47,40,32,1,119,57,43,29,24,109,61,101,51,25,21565290153,877291,11466467812,10098822341,454016,423275,11250407865,481477,8231415178,345258,178,1,0,0,0,47.5,21.6
108389,53065,55328,3972,39857,30010,17390,8819,8341,839,428,411,94,142,167,122,108,206,48,91,83,64,56,86,46,51,84,58,52,120,74,46,28,0,25,28,13,7,1,0,17,17,9,2,1,0,8,11,4,5,0,79,44,101,51,16,6245998143,417442,3860100558,2385897585,267361,150081,2677874267,186000,3071719319,205865,111,0,0,0,1,47.5,21.6
154239,72547,81689,3411,55257,48057,22750,13000,11762,2232,981,1251,184,257,355,344,354,738,93,136,160,160,154,278,91,121,195,184,200,460,85,46,39,0,31,31,11,8,4,0,17,17,7,2,3,0,14,14,4,6,1,82,47,101,51,16,8256631613,489951,5254909059,3001722554,321848,168103,3513941402,232893,3911096176,214451,158,0,0,0,1,47.5,21.6
2600044,1293925,1306120,59621,1283818,682095,288703,176146,109662,5430,2608,2822,393,717,1039,841,859,1581,205,367,549,436,414,637,188,350,490,405,445,944,5857,3193,2664,32,1556,1641,1111,954,563,12,734,905,590,599,353,20,822,736,521,355,210,113,58,101,51,144,1.24E+11,5625098,71296815132,53198510409,3193448,2431650,56327819870,2773753,54561978753,2466312,1757,1,0,0,0,47.5,21.6
156729,75335,81394,3760,79019,38941,17848,10552,6610,756,354,402,98,118,133,121,90,196,41,53,73,65,39,83,57,65,60,56,51,113,65,29,36,0,26,15,11,11,2,0,9,8,6,4,2,0,17,7,5,7,0,86,54,101,51,8,6377850386,254027,3706120583,2671729803,147085,106942,2635900414,105647,3041393642,132300,107,0,0,1,0,47.5,21.6
308238,162959,145277,18759,106488,66719,43876,38836,33560,2410,1175,1235,210,393,522,330,360,595,114,190,246,172,177,276,96,203,276,158,183,319,385,227,158,0,42,97,112,84,50,0,28,67,66,36,30,0,14,30,46,48,20,102,53,101,51,19,18388027533,774037,12660446412,5727581121,518494,255543,8380222181,392650,7674946311,327293,307,1,0,0,0,43.5,11.1
1534692,828869,705825,129143,568484,335044,226984,149253,125790,2787,1350,1437,242,464,679,467,391,544,125,211,329,240,189,256,117,253,350,227,202,288,5931,3190,2741,16,1050,1357,1418,1025,1065,10,423,748,737,528,744,6,627,609,681,497,321,102,48,101,51,130,84733851443,4347768,57938796673,26795054770,2947822,1399946,41545164597,2346476,34730278565,1751065,1037,0,1,0,0,43.5,11.1
442100,217256,224844,33522,97008,103147,75211,69383,63829,6532,3085,3447,750,1185,1573,1034,916,1074,412,513,749,504,416,491,338,672,824,530,500,583,1633,731,902,5,231,370,388,321,318,2,69,159,160,133,208,3,162,211,228,188,110,96,45,101,51,36,32322945664,1613370,23044918444,9278027220,1132175,481195,13441352802,754461,16124823483,754490,407,0,0,0,1,43.5,11.1
337086,164247,172840,11327,75854,86722,68277,53134,41772,1765,834,931,242,233,250,220,295,525,122,109,114,87,140,262,120,124,136,133,155,263,5868,4338,1530,22,974,1777,1708,983,404,5,473,1328,1452,793,287,17,501,449,256,190,117,89,51,101,51,54,34786027712,2779911,27138944915,7647082797,2100598,679313,12272152116,1069376,18566532979,1560973,325,0,0,1,0,43.5,11.1
282807,158396,124408,3893,58017,66462,55464,56752,42226,2077,1043,1034,290,293,363,315,350,466,156,144,194,165,168,216,134,149,169,150,182,250,3043,2165,878,11,566,862,699,600,305,2,311,606,539,465,242,9,255,256,160,135,63,106,46,101,51,10,6304015772,371649,4740767881,1563247891,277798,93851,3047479955,195316,2280995253,139819,170,0,1,0,0,20.9,5.9
156888,84301,72587,6978,38807,39371,30582,23840,17305,1160,580,580,150,171,228,176,195,240,76,90,110,98,90,116,74,81,118,78,105,124,4,2,2,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,96,46,101,51,7,3957805957,162455,2870473921,1087332036,116227,46228,1743210362,72935,1743979411,77287,91,0,0,0,1,20.9,5.9
214866,114431,100440,3755,42121,51597,41194,42954,33252,2880,1435,1445,355,372,449,457,551,696,174,193,245,238,278,307,181,179,204,219,273,389,355,213,142,0,50,100,106,56,43,0,23,59,71,32,28,0,27,41,35,24,15,114,51,101,51,5,4392702633,333836,3107492953,1285209680,237299,96537,2173634138,186859,1763713780,128654,117,1,0,0,0,20.9,5.9
326609,165403,161204,28572,68973,71772,62644,50983,43660,2637,1301,1336,495,293,380,513,363,593,257,153,173,267,176,275,238,140,207,246,187,318,533,253,280,5,70,118,123,127,90,2,18,55,57,67,54,3,52,63,66,60,36,90,49,101,51,6,7896268090,518619,5391727904,2504540186,351286,167333,3580944592,267582,3650165604,220485,85,0,0,0,1,20.9,5.9
44132,23508,20626,1720,7612,13765,7739,6129,7169,1436,736,700,239,163,232,241,195,366,128,85,122,132,98,171,111,78,110,109,97,195,184,150,34,0,7,21,47,56,53,0,4,12,34,49,51,0,3,9,13,7,2,111,45,101,51,2,2967823308,186956,2160635815,807187493,133178,53778,1504320684,112923,837606482,56460,70,0,1,0,0,20.9,5.9
329492,165764,163726,20951,63588,69135,62194,66449,47173,567,287,280,76,78,109,81,104,119,42,46,57,40,47,55,34,32,52,41,57,64,1042,478,564,4,139,225,275,250,149,3,36,99,127,127,86,1,103,126,148,123,63,121,50,101,51,14,4494121633,171948,3427023194,1067098439,129555,42393,1981946967,79098,2047983598,78764,100,0,1,0,0,20.9,5.9
298473,176071,122407,3687,59622,66176,59805,60449,48742,1404,732,672,133,246,314,211,227,273,71,97,164,116,135,149,62,149,150,95,92,124,5325,3255,2070,27,1176,1296,982,1042,802,5,517,876,663,623,571,22,659,420,319,419,231,112,48,101,51,22,6634328644,362068,5304340647,1329987997,286780,75288,3029399912,164363,2213369734,169809,244,0,1,0,0,20.9,5.9
161599,90055,71544,1237,30442,36782,30252,34799,28089,2328,1163,1165,316,349,414,337,394,518,167,181,206,167,188,254,149,168,208,170,206,264,802,474,328,0,100,146,237,210,109,0,35,71,144,126,98,0,65,75,93,84,11,116,44,101,51,6,1921392794,77911,1524646804,396745990,58106,19805,848491982,37646,659896300,29634,60,0,1,0,0,20.9,5.9
126437,70094,56342,2667,24531,30344,24614,24866,19412,2398,1251,1147,292,378,381,365,432,550,154,209,216,186,206,280,138,169,165,179,226,270,2055,1049,1006,5,172,357,378,449,694,3,72,197,228,222,327,2,100,160,150,227,367,125,43,101,51,2,677710841,34332,545625283,132085558,27211,7121,353228909,20484,129032224,10643,31,0,1,0,0,20.9,5.9
164650,92216,72433,3352,27151,41144,28025,33892,31093,2800,1441,1359,412,428,517,480,399,564,216,222,271,253,196,283,196,206,246,227,203,281,343,218,125,1,34,66,93,97,52,0,11,44,58,65,40,1,23,22,35,32,12,141,56,101,51,9,4304168962,91867,3611931539,692237423,66858,25009,1937491177,45547,970209018,37011,90,1,0,0,0,20.9,5.9
258390,143735,114655,1819,52089,62370,48729,56025,37359,3195,1665,1530,339,370,428,508,653,897,178,194,227,280,357,429,161,176,201,228,296,468,584,344,240,1,70,122,148,154,89,1,36,78,98,79,52,0,34,44,50,75,37,103,43,101,51,17,7394338172,382942,5461414955,1932923217,272282,110660,3751349104,232418,2103638126,115107,134,0,1,0,0,20.9,5.9
